Enter the    and with him , False
  When this eternall substance of my soule, False
Did liue imprisond in my wanton flesh, False
Ech in their function seruing others need, False
 was a courtier in the Spanish court, False
My name was Don Andrea my discent, False
Though not ignoble yet inferiour far, False
To gratious fortunes of my tender youth, False
For there in prime and pride of all my yeeres, False
By duteous seruice and deseruing loue, False
In secret  possest a worthy dame, False
Which hight sweet Belimperia by name, False
But in the haruest of my sommer ioyes, False
Deaths winter nipt the blossomes of my blisse, False
Forcing diuorce betwixt my loue and me, False
For in the late conflict with Portingale, False
My valour drew me into dangers mouth, False
Till life to death made passage through my wounds, False
When  was slaine my soule descended straight, False
To passe the flowing streame of Archeron, False
But churlish Charon only boatman there, False
Said that my rites of buriall not performde, False
 might not sit amongst his passengers, False
Ere Sol had slept three nights in Thetis lap, False
And slakte his smoaking charriot in her floud, False
By Don Horatio our knightmarshals sonne, False
My funerals and obsequies were done, False
Then was the fariman of hell content, False
To passe me ouer to the slimie strond, False
That leades to fell Auernus ougly waues, False
There pleasing Cerberus with honied speech, False
 past the perils of the formost porch, False
Not farre from hence amidst ten thousand soules, False
Sate Minos Eacus and Rhadamant, False
To whome no sooner gan  make approach, False
To craue a pasport for my wandring ghost, False
But Minos in grauen leaues of lotterie, False
Drew forth the manner of my life and death, False
This knight quoth he both liud and died in loue, False
And for his loue tried fortune of the warres, False
And by warres fortune lost both loue and life, False
Why then said Eacus convey him hence, False
To walke with lovers in our field of loue, False
And the course of euerlasting time, False
Vnder greene mirtletrees and cipresse shades, False
No no said Rhadamant it were not well, False
With louing soules to place a martialist, False
He died in warre and must to martiall fields, False
Where wounded Hector liues in lasting paine, False
And Achilles Mermedons do scoure the plaine, False
Then Minos mildest censor of the three, False
Made this deuice to end the difference, False
Send him quoth he to our infernall king, False
To dome him as best seemes his Maiestie, False
To this effect my pasport straight was drawne, False
In keeping on my way to Plutos court, False
Through dreadfull shades of euerglooming night, False
 saw more sights than thousand tongues can tell, False
Or pennes can write or mortall harts can think, False
Three waies there were that on the right hand side, False
Was ready way vnto the foresaid fields, False
Where louers liue and bloudie martialists, False
But either sort containd within his bounds, False
The left hand path declining fearfuly, False
Was ready downfall to the deepest hell, False
Where bloudie Furies shakes their whips of steele, False
And poore Ixion turnes an endles wheele, False
Where vsurers are choakt with melting golde, False
And wantons are imbraste with ougly snakes, False
And murderers groane with neuerkilling wounds, False
And periured wights scalded in boiling lead, False
And all foule sinnes with torments ouerwhelmd, False
Twixt these two waies  trod the middle path, False
Which brought me to the faire Elizian greene, False
In midst whereof there standes a stately towre, False
The walles of brasse the gates of adamant, False
Heere finding Pluto with his Proserpine, False
 shewed my pasport humbled on my knee, False
Whereat faire Proserpine began to smile, False
And begd that onely she might giue me doome, False
Pluto was pleasd and sealde it with a kisse, False
Forthwith Reuenge she rounded thee in th eare, False
And bad thee lead me though the gates of horn, False
Where dreames haue passage in the silent night, False
No sooner had she spoke but we weere heere, False
 wot not how in the twinkling of an eye, False
  Then know Andrea that thou ariud, False
Where thou shalt see the author of thy death, False
Don Balthazar the prince of Portingale, False
Depriud of life by Belimperia, False
Heere sit we downe to see the misterie, False
And serue for Chorus in this tragedie, False
Enter     , False
  Now say lord generall how fares our campe, False
  All wel my soueraigne liege except some few, False
That are deceast by fortune of the warre, False
  But what portends thy cheerefull countenance, False
And posting to our presence this in hast, False
Speak man  hath fortune giuen vs victorie, False
  Victorie my liege and that with little losse, False
  Out Portugals will pay vs tribute then, False
  Tribute and wonted homage therewithall, False
  Then blest be Heauen and Guider of the heauens, False
From whose faire influence such iustice flowes, False
   multum dilecte Deo tibi militat aether, False
Et coniuratae curato poplite gentes, False
Succumbent recto soror est victoria iuris, False
  Thanks to my loving brother of Castille, False
But generall vnfolde in breefe discourse, False
Your forme of battell and your warres successe, False
That adding all the pleasure of thy newes, False
Vnto the height of former happines, False
With deeper wage and gentile dignitie, False
We may reward thy blisfull chiualrie, False
  Where Spaine and Portingale do ioyntly knit, False
Their frontiers leaning on each others bound, False
There met our armies in the proud aray, False
Both furnisht well both full of hope and feare, False
Both menacing alike with daring showes, False
Both vaunting sundry colours of deuice, False
Both cheerly sounding trumpets drums and fifes, False
Both raising dreadfull clamors to the skie, False
That valleis hils and riuers made rebound, False
And heauen itselfe was frighted with the sound, False
Our battels both were pitcht in squadron forme, False
Each corner strongly fenst with wings of shot, False
But ere we ioyned and came to push of pike, False
 brought a squadron of our readiest shot, False
From out our rearward to begin the fight, False
They brought another wing to incounter vs, False
Meanewhile our ordinance plaid on either side, False
And captaines stroue to haue their valours tride, False
Don Pedro their chiefe horsemens corlonell, False
Did with his cornet brauely make attempt, False
To break our order of our battell rankes, False
But Don Rogero worthy man of warre, False
Marcht forth against him with our musketiers, False
And stopt the mallice of his fell approach, False
While they maintaine hot skirmish too and fro, False
Both battailes ioyne and fall to handie blowes, False
Their violent shot resembling th oceans rage, False
When roaring lowd and with a swelling tide, False
It beats vpon the rampiers of huge rocks, False
And gapes to swallow neighborbounding lands, False
Now while Bellona rageth heere and there, False
Thick stormes of bullets ran like winters haile, False
And shiuered launces darke the troubled aire, False
Pede pes  cuspide cuspis, False
Arma sonant armis vir petiturque viro, False
On euery side drop captaines to the ground, False
And souldiers some illmaimde some slaine outright, False
Heere falls a body sundred from his head, False
There legs and armes lye bleeding on the grasse, False
Mingled with weapons and vnboweled steeds, False
That scattering ouerspread the purple plaine, False
In all this turmoyle three long hovres and more, False
The victory to neither part inclinde, False
Till Don Andrea with his braue lanciers, False
In their maine battell made so great a breach, False
That halfe dismaid the multitude retirde, False
But Balthazar the Portingales young prince, False
Brought rescue and encouragde them to stay, False
Heerehence the fight was eagerly renewd, False
And in that conflict was Andrea slaine—, False
Braue manatarms but weake to Balthazar, False
Yet while the prince insulting ouer him, False
Breathd out proud vaunts sounding to our reproch, False
Friendship and hardie valour ioyned in one, False
Prickt forth Horatio our knightmarshals sonne, False
To challenge forth that prince in single fight, False
Not long betweene these twain the fight indurde, False
But straight the prince was beaten from his horse, False
And forcst to yeeld him prisoner to his foe, False
When he was taken all the rest fled, False
And our carbines pursued them to death, False
Till Phoebus waning to the western deepe, False
Our trumpeters were chargd to sound retreat, False
  Thanks good lord general for these good newes, False
And for some argument of more to come, False
Take this and weare it for thy soueraignes sake, False
But tell me now  hast thou confirmed a peace, False
  No peace my liege but peace conditionall, False
That if with homage tribute be well paid, False
The fury of your forces wilbe staide, False
And to this peace their viceroy hath subscribde, False
Giue the  a paper, False
And made a solemne vow that during life, False
His tribute shalbe truely paid to Spaine, False
  These words these deeds become thy person wel, False
But now knightmarhsall frolike with thy king, False
For tis thy sonne that winnes this battels prize, False
  Long may he liue to serue my soueraigne liege, False
And soone decay unless he serue my liege, False
 trumpet afarre off, False
  Nor thou nor he shall dye without reward, False
What meanes this warning of this trumpets sound, False
  This tels me that your Graces men of warre, False
Such as warres fortune hath reserud from death, False
Come marching on towards your royall seate, False
To show themselues before your Maiestie, False
For so gaue  in charge at my depart, False
Whereby by demonstration shall appeare, False
That all except three hundred or few more, False
Are safe returnd and by their foes inricht, False
The armie enters  betweene , False
and  captiue, False
   gladsome sight   long to see them heere, False
They enter and passe by, False
Was that the warlike prince of Portingale, False
That by our nephew was in triumph led, False
  It was my liege the prince of Portingale, False
  But what was he that on the other side, False
Held him by th arme as partner of the prize, False
  That was my sonne my gracious soueraigne, False
Of whome though from his tender infancie, False
My louing thoughts did neuer hope but well, False
He neuer pleasd his fathers eyes till now, False
Nor fild my hart with ouercloying ioyes, False
  Goe let them march once more about these walles, False
That staying them we may conferre and talke, False
With our braue prisoner and his double guard, False
Hieoronimo it greatly pleaseth vs, False
That in our victorie thou haue a share, False
By vertue of thy worthy sonnes exploit, False
Bring hether the young prince of Portingale, False
The rest martch on but ere they be dismist, False
We will bestow on euery soldier, False
Two duckets and on euery leader ten, False
That they may know our largesse welcomes them, False
Exeunt all the army but , False
 and , False
  Welcome Don Balthazar  Welcome nephew, False
And thou Horatio thou art welcome too, False
Young prince although thy fathers hard misdeedes, False
In keeping backe the tribute that he owes, False
Deserue but euill measure at our hands, False
Yet shalt thou know that Spaine is honorable, False
  The trespasse that my father made in peace, False
Is now controlde by fortune of the warres, False
And cards once dealt it bootes not aske why so, False
His men are slaine—a weakening to his realme, False
His colours ceazd—a blot vnto his name, False
His sonne distrest—a corsiue to his hart, False
These punishments may cleare his late offence, False
   Balthazar if he obserue this truce, False
Our peace will grow the stronger for these warres, False
Meanewhile liue thou though not in libertie, False
Yet free from bearing any seruile yoake, False
For in our hearing thy deserts were great, False
And in our sight thyselfe art gratious, False
  And  shall studie to deserue this grace, False
  But tell me—for their holding makes me doubt, False
To Which of these twaine art thou prisoner, False
  To me my liege, False
                   To me my soueraigne, False
  This hand first tooke his courser by the raines, False
  But first my launce did put him from his horse, False
   ceazd the weapon and enioyde it first, False
  But first  forcd him lay his weapons downe, False
 Let goe his arm vpon my priviledge, False
Say worthy prince  to whether didst thou yeeld, False
  To him in curtesie to this perforce, False
He spake me faire this other gaue me strokes, False
He promisde life this other threatned death, False
He wan my loue this other conquerd me, False
And truth to say  yeeld myselfe to both, False
  But that  know your Grace is iust and wise, False
And might seeme partiall in this difference, False
Inforct by nature and by law of armes, False
My tongue should plead for young Horatios right, False
He hunted well that was a lyons death, False
Not he that in a garment wore his skin, False
So hares may pull dead lyons by the beard, False
  Content thee marshall thou shalt haue no wrong, False
And for thy sake thy sonne shall want to right, False
Will both abide the censure of my doome, False
   craue no better than your Grace awards, False
  Nor  although  sit beside my right, False
  Then by iudgement thus your strife shall end, False
You both deserue and both shall haue reward, False
Nephew thou tookst his weapons and his horse, False
His weapons and his horse are thy reward, False
Horatio thou didst force him first to yeeld, False
His ransome therefore is thy valours fee, False
Appoint the sum as you shall both agree, False
But nephew thou shalt haue the prince in guard, False
For thine estate best fitteth such a guest, False
Horatios house were small for all his traine, False
Yet in regard they substance passeth his, False
And that iust guerdon may befall desert, False
To him we yeeld the armour of the prince, False
How likes don Balthazar of this deuice, False
  Right well my liege if this prouizo were, False
That Don Horatio beare vs company, False
Whome  admire and loue for chiualrie, False
  Horatio leaue him not that loues thee so, False
Now let vs hence to see our souldiers paide, False
And feast our prisoner as our friendly guest, False
Portugal  the  palace, False
Enter   , False
  Is our embassadour dispatcht for Spaine, False
  Two daies my liege are past since his depart, False
  And tribute paiment gone along with him, False
   my good lord, False
  Then rest we heere awhile in our vnrest, False
And feede our sorrowes with inward sighes, False
For deepest cares break neuer into teares, False
But wherefore sit  in a regall throne, False
This better fits a wretches endles moane, False
Yet this is higher then my fortunes reach, False
And therefore better then my state deserues, False
Falles to the grounde, False
  this earth image of melancholly, False
Seeks him whome fates adiudge to miserie, False
Heere let me lye  Now am  at the lowest, False
Qui iacet in terra non habet vnde cadat, False
In me concumpsit vires fortuna nocendo, False
Nil superest vt iam possit obesse magis, False
Yes Fortune may bereaue me of my crowne—, False
Heere take it now let Fortune doe her worst, False
She shall now rob me of this sable weed, False
 no she enuies none but pleasent things, False
Such is the folly of despightfull chance, False
Fortune is blinde and sees not my deserts, False
So is she deafe and heares not my laments, False
And coulde she heare yet is she willfull mad, False
And therefore will not pittie my distresse, False
Suppose that she coulde pittie me what then, False
What helpe can be expected at her hands, False
Whose foote is standing on a rowling stone, False
And minde more mutable then fickle windes, False
Why waile  then wheres hope of no redresse, False
 yes complaining makes my greefe seeme lesse, False
My late ambition hath distaind my faith, False
My breach of faith occaisioned bloudie warres, False
Those bloudie warres haue spent my treasurie, False
And with my treasurie my peoples blood, False
And with the blood my ioy and best beloued—, False
My best beloued my sweet and onely sonne, False
 wherefore went  not to warre myselfe, False
The cause was mine  might haue died for both, False
My yeeres were mellow but his young and greene, False
My death were naturall but his was forced, False
  No doubt my liege but still the prince suruiues, False
  Suruiues   where, False
  In Spaine a prisoner by michance of warre, False
  Then they haue slaine him for his fathers fault, False
  That were a breach to common lawe of armes, False
  They recke no lawes that meditate reuenge, False
  His ransomes worth will stay from foule reuenge, False
  No if he liued the newes would soone be heere, False
  My soueraign pardon the author of ill newes, False
And Ile bewray the fortune of thy sonne, False
  Speake on Ile guerdon thee whatere it be, False
Mine eare is ready to receiue ill newes, False
My hart growne hard gainst mischiefes battery, False
Stand vp  say and tell thy tale at large, False
  Then heare that truth which these mine eies have seene, False
When both the armies were in battell ioyned, False
Don Balthazar amidst the thickest troupes, False
To winne renowme did wondrous feats of armes, False
Amongst the rest  saw him handtohand, False
In single fight with their lord generall, False
Till Alexandro that heere counterfeits, False
Vnder the colour of a duteous freend, False
Discharged a pistol at the princes back, False
As though he would haue slaine their generall, False
But therwithall Don Balthazar fell downe, False
And when he fell then we began to flie, False
But had he liued the day had sure bene ours, False
   wiched forgerie   traiterous miscreant, False
  Hold thou thy peace  But now Villuppo say, False
